         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       59    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x000001FE463A93A0}
        3    0.000    0.000    0.010    0.003 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:349(_concat_datetime)
        2    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:170(read_properties)
       32    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1875(is_floating)
        3    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:128(has_mi_columns)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:671(_gen_line_numbers)
       24    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:255(_save_header)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1239(name)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:865(_check_file_or_buffer)
        3    0.000    0.000    0.046    0.015 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimes.py:368(_formatter_func)
       24    0.000    0.000    0.106    0.004 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:34(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4060(array)
       92    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:554(<genexpr>)
       56    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:76(__setattr__)
       51    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3476(_clean_index_names)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\urllib\parse.py:417(urlsplit)
        3    0.000    0.000    0.715    0.238 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1624(_agg_index)
       12    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:350(isna_compat)
       66    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
       99    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:623(dtype)
      216    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:147(_maybe_coerce_values)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:773(is_in_axis)
       21    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:500(get_sheet_by_name)
        3    0.000    0.000    0.188    0.063 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:86(__init__)
       59    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1436(getinfo)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:595(add_body_lines)
       23    0.000    0.000    0.326    0.014 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:605(_gen_non_null_counts)
       20    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:598(<listcomp>)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1029(cast_agg_result)
      162    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       42    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:157(ensure_python_int)
       26    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\urllib\parse.py:110(_coerce_args)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:319(unique)
       67    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:3940(__delitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:99(__init__)
      204    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       23    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:676(_gen_columns)
        3    0.000    0.000    0.195    0.065 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:120(infer_freq)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:258(<listcomp>)
        3    0.000    0.000    0.096    0.032 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1020(_cython_agg_blocks)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1602(get_slice)
       12    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\sequence.py:85(<listcomp>)
      177    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:256(_EndRecData)
       39    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1281(_get_names)
        9    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1313(set_names)
        3    0.000    0.000    0.460    0.153 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:282(render)
        4    0.000    0.000    0.005    0.001 C:\Users\kiran\anaconda3\lib\zipfile.py:1217(__init__)
        3    0.000    0.000    0.025    0.008 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:274(memory_usage_bytes)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:973(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        6    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:132(_initialize_columns)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\contextlib.py:117(__exit__)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:318(sheetnames)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:839(sort)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:252(ids)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\compat\_optional.py:60(import_optional_dependency)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:160(_iterate_slices)
       12    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:528(maybe_fill)
       45    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:145(validate_header_arg)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\contextlib.py:82(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:42(to_tree)
       36    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:991(_consolidate_inplace)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:4854(_reindex_with_indexers)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1327(_slice_take_blocks_ax0)
       19    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\typing.py:768(__instancecheck__)
      112    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1847(<lambda>)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1041(_format_native_types)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:435(raise_if_bad_sheet_by_name)
       54    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:45(__call__)
        3    0.000    0.000    0.046    0.015 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimes.py:323(_is_dates_only)
       12    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(zeros_like)
        3    0.000    0.000    0.028    0.009 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:150(size_qualifier)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:2040(buffer_put_lines)
       26    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:110(get_rels_path)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:645(shape)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:390(<listcomp>)
        6    0.000    0.000    0.008    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:366(_wrap_aggregated_output)
       33    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:232(__call__)
        3    0.000    0.000    0.027    0.009 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:446(add_dtypes_line)
       66    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:381(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:316(_get_compressed_codes)
        2    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\worksheet.py:100(_setup)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:621(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:66(__getitem__)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:3409(_set_as_cached)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2520(<dictcomp>)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5442(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:870(construct_from_string)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:108(is_url)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:95(_get_distinct_objs)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:2987(__getitem__)
      117    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       28    0.000    0.000    0.011    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:638(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:360(<listcomp>)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:2934(_ixs)
        2    0.000    0.000    0.003    0.002 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:90(_setup_styles)
        3    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:2840(_reindex_output)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:189(_has_aliases)
       26    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:77(find_sheets)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       58    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:38(from_tree)
       19    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\typing.py:771(__subclasscheck__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2804(_buffered_line)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:1078(construct_from_string)
       80    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:494(<genexpr>)
       22    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:138(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:375(<listcomp>)
        2    0.000    0.000    0.004    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:908(inspect_excel_format)
       24    0.000    0.000    0.009    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:4778(isna)
        3    0.000    0.000    0.005    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1987(close)
       24    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:10858(any)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:711(construct_from_string)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3142(get_indexer)
       12    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1472(read)
       12    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(isclose)
        3    0.000    0.000    2.400    0.800 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2032(objects_to_datetime64ns)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3432(_clean_na_values)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1688(_wrap_agged_blocks)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimes.py:919(date_range)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1677(maybe_cast_to_integer_array)
       45    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\hyperlink.py:44(__init__)
       44    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:135(<genexpr>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       63    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:683(_check_compression)
        3    0.000    0.000    0.019    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:1037(_get_binner_for_time)
       36    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:36(__init__)
        3    0.000    0.000    0.099    0.033 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1012(_cython_agg_general)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:746(__getattr__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2813(_check_for_bom)
        6    0.000    0.000    0.022    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:552(_get_concat_axis)
       64    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:329(<genexpr>)
        3    0.000    0.000    0.272    0.091 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:5027(isna)
        3    0.000    0.000    0.459    0.153 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:304(to_buffer)
        3    0.000    0.000    0.013    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:2614(append)
       15    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:264(col_count)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\numpy_.py:371(to_numpy)
       29    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\compat\_optional.py:49(get_version)
       45    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        3    0.000    0.000    0.007    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:173(_concat_same_type)
        3    0.000    0.000    0.321    0.107 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:966(g)
       27    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1539(_maybe_make_multi_index_columns)
       72    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        3    0.000    0.000    0.330    0.110 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:621(__init__)
       84    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2994(_check_comments)
        3    0.000    0.000    0.099    0.033 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:931(aggregate)
        8    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\fills.py:96(_from_tree)
      126    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      102    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:405(<dictcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5724(astype)
       23    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:2979(_iter_column_arrays)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
        3    0.000    0.000    0.460    0.153 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:2566(info)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:345(_get_engine_target)
       41    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:82(__set__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:2052(<listcomp>)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:582(remove_na_arraylike)
        2    0.000    0.000    0.007    0.003 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:147(read_workbook)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:592(astype)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:277(construct_from_string)
       56    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\cell.py:105(get_column_letter)
      104    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:537(_select_options)
       27    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1423(_has_complex_date_col)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:453(<dictcomp>)
        6    0.000    0.000    0.016    0.003 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:941(value_counts)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:478(group_selection_context)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3062(_check_decimal)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:93(__getitem__)
        9    0.000    0.000    0.010    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:326(ngroups)
        3    0.000    0.000    0.005    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:52(<listcomp>)
        3    0.000    0.000    0.019    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:197(_get_binner)
       48    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\cell.py:115(column_index_from_string)
        3    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.timezones.infer_tzinfo}
       27    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\missing.py:721(clean_reindex_fill_method)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:760(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2534(_clean_mapping)
      124    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:161(union_indexes)
        2    0.000    0.000    0.005    0.002 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:58(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:665(astype)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6137(_maybe_asobject)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:935(_get_values)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:1365(_maybe_null_out)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:233(__new__)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:793(_maybe_memory_map)
       64    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:112(is_timedelta_format)
       42    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4485(<genexpr>)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:2121(allclose)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\workbook.py:66(__init__)
       21    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\datetime.py:38(from_ISO8601)
        6    0.000    0.000    0.025    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:535(_get_new_axes)
       52    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\colors.py:105(__iter__)
       16    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        9    0.000    0.000    0.012    0.001 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
        7    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:24(__init__)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:4815(_reindex_axes)
      124    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       63    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2253(<lambda>)
        3    0.000    0.000    0.007    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:191(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\contextlib.py:108(__enter__)
       15    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:545(_info_axis)
       87    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1446(nlevels)
       21    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:305(_from_sequence)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4102(memory_usage)
        3    0.000    0.000    0.053    0.018 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:145(memory_usage_string)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:575(add_header_line)
        2    0.000    0.000    1.322    0.661 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:377(__init__)
      226    0.000    0.000    0.000    0.000 {built-in method math.isnan}
